From,To,Season,Flow,Type
Sub4,City19,Winter,364.35542664925885,Substation to Customer
Sub4,City19,Spring,218.61325598954315,Substation to Customer
Sub4,City19,Summer,72.87108532983927,Substation to Customer
Sub4,City19,Fall,218.61325598954315,Substation to Customer
Sub4,City20,Winter,380.67765271414714,Substation to Customer
Sub4,City20,Spring,228.40659162847376,Substation to Customer
Sub4,City20,Summer,76.13553054281465,Substation to Customer
Sub4,City20,Fall,228.40659162847376,Substation to Customer
Sub4,City23,Winter,369.19022062789696,Substation to Customer
Sub4,City23,Spring,221.51413237672332,Substation to Customer
Sub4,City23,Summer,73.83804412556424,Substation to Customer
Sub4,City23,Fall,221.51413237672332,Substation to Customer
Sub6,City2,Winter,288.7657924047127,Substation to Customer
Sub6,City2,Spring,173.25947544283616,Substation to Customer
Sub6,City2,Summer,57.75315848094543,Substation to Customer
Sub6,City2,Fall,173.25947544283616,Substation to Customer
Sub6,City4,Winter,275.02309972157656,Substation to Customer
Sub6,City4,Spring,165.0138598329545,Substation to Customer
Sub6,City4,Summer,55.00461994431825,Substation to Customer
Sub6,City4,Fall,165.0138598329545,Substation to Customer
Sub6,City5,Winter,367.3554831013466,Substation to Customer
Sub6,City5,Spring,220.41328986081632,Substation to Customer
Sub6,City5,Summer,73.47109662026931,Substation to Customer
Sub6,City5,Fall,220.41328986081632,Substation to Customer
Sub6,City9,Winter,284.4798564127529,Substation to Customer
Sub6,City9,Spring,170.68791384765973,Substation to Customer
Sub6,City9,Summer,56.89597128255318,Substation to Customer
Sub6,City9,Fall,170.68791384765973,Substation to Customer
Sub6,City13,Winter,372.58674820198377,Substation to Customer
Sub6,City13,Spring,223.55204892117663,Substation to Customer
Sub6,City13,Summer,74.5173496403967,Substation to Customer
Sub6,City13,Fall,223.55204892117663,Substation to Customer
Sub6,City15,Winter,269.28367582873847,Substation to Customer
Sub6,City15,Spring,161.57020549723794,Substation to Customer
Sub6,City15,Summer,53.856735165750734,Substation to Customer
Sub6,City15,Fall,161.57020549723794,Substation to Customer
Sub7,City1,Winter,390.3988812375802,Substation to Customer
Sub7,City1,Spring,234.23932874254814,Substation to Customer
Sub7,City1,Summer,78.07977624751605,Substation to Customer
Sub7,City1,Fall,234.23932874254814,Substation to Customer
Sub7,City14,Winter,381.5033403886384,Substation to Customer
Sub7,City14,Spring,228.90200423318302,Substation to Customer
Sub7,City14,Summer,76.30066807772768,Substation to Customer
Sub7,City14,Fall,228.90200423318302,Substation to Customer
Sub7,City24,Winter,280.2361909977918,Substation to Customer
Sub7,City24,Spring,168.1417145986751,Substation to Customer
Sub7,City24,Summer,56.04723819955837,Substation to Customer
Sub7,City24,Fall,168.1417145986751,Substation to Customer
Sub7,City25,Winter,389.8617355965468,Substation to Customer
Sub7,City25,Spring,233.9170413579372,Substation to Customer
Sub7,City25,Summer,77.97234711930936,Substation to Customer
Sub7,City25,Fall,233.9170413579372,Substation to Customer
Sub7,City29,Winter,327.8530051420186,Substation to Customer
Sub7,City29,Spring,196.7118030852112,Substation to Customer
Sub7,City29,Summer,65.57060102840373,Substation to Customer
Sub7,City29,Fall,196.7118030852112,Substation to Customer
